"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"1","bmg2023tcvu","2023-09-29T22:28:20.559632Z","1.021133661","126.4722137","3.434579609","MLv","11","23","85.50682068","Northern Molucca Sea","BMKG"
"2","bmg2023tcvh","2023-09-29T22:12:16.61415Z","0.602671504","120.3589935","3.459435137","M","10","46","102.4579048","Minahassa Peninsula, Sulawesi","BMKG"
"3","bmg2023tcts","2023-09-29T21:25:15.05144Z","0.6241179109","120.3254547","3.086071712","MLv","10","20","112.2036819","Minahassa Peninsula, Sulawesi","BMKG"
"4","bmg2023tcso","2023-09-29T20:49:23.001863Z","-4.826088905","101.7939529","3.242944011","MLv","19","29","207.2744141","Southern Sumatra, Indonesia","BMKG"
"5","bmg2023tcrz","2023-09-29T20:32:39.549428Z","-8.792749405","118.5257339","2.820752736","MLv","6","47","130.0987854","Sumbawa Region, Indonesia","BMKG"
"6","bmg2023tcru","2023-09-29T20:25:56.0033Z","-1.485130548","126.4480438","4.613898262","MLv","14","102","39.20834351","Southern Molucca Sea","BMKG"
"7","bmg2023tcqw","2023-09-29T19:58:12.941115Z","-1.316253304","120.4700928","3.383128169","MLv","10","52","37.78741455","Sulawesi, Indonesia","BMKG"
"8","bmg2023tcpf","2023-09-29T19:08:14.325096Z","-1.320897698","133.7527161","3.299166489","M","12","19","131.1157379","West Papua Region, Indonesia","BMKG"
"9","bmg2023tcpa","2023-09-29T19:02:15.132025Z","-3.667128086","140.2098846","3.547237128","M","28","21","143.8899155","West Papua, Indonesia","BMKG"
"10","bmg2023tcnn","2023-09-29T18:16:45.995216Z","-0.8763823509","122.0569382","3.834406626","MLv","12","104","44.15359497","Minahassa Peninsula, Sulawesi","BMKG"
"11","bmg2023tclu","2023-09-29T17:24:24.552095Z","-3.056138992","130.6360626","3.225048378","MLv","10","21","96.68659973","Seram, Indonesia","BMKG"
"12","bmg2023tcio","2023-09-29T15:46:49.489569Z","-0.03993283957","124.4940872","3.581592452","MLv","34","26","110.3089447","Southern Molucca Sea","BMKG"
"13","bmg2023tchv","2023-09-29T15:24:20.468795Z","-2.306870937","140.1335754","3.806932108","MLv","10","16","184.5717392","Near North Coast of West Papua","BMKG"
"14","bmg2023tchq","2023-09-29T15:18:30.661548Z","-0.8891995549","127.5284805","3.508972514","MLv","10","17","131.9649162","Halmahera, Indonesia","BMKG"
"15","bmg2023tchn","2023-09-29T15:14:48.27921Z","-0.8571920991","127.5834351","3.203099315","MLv","10","26","130.8947773","Halmahera, Indonesia","BMKG"
"16","bmg2023tcdn","2023-09-29T13:14:27.078571Z","-8.57598114","120.4236908","2.417190188","MLv","10","18","87.13981676","Flores Region, Indonesia","BMKG"
"17","bmg2023tccz","2023-09-29T12:57:34.453961Z","-2.044005632","139.3157196","3.051964055","MLv","35","11","183.9003296","Near North Coast of West Papua","BMKG"
"18","bmg2023tcbc","2023-09-29T12:00:28.955911Z","2.271372557","126.762558","3.525748304","MLv","15","18","174.9282532","Northern Molucca Sea","BMKG"
"19","bmg2023tcam","2023-09-29T11:41:15.023551Z","-4.119951248","138.4701385","4.279600438","MLv","133","19","123.2388916","West Papua, Indonesia","BMKG"
"20","bmg2023tbyh","2023-09-29T10:35:51.470767Z","-2.11273098","100.858139","3.076062906","MLv","45","21","107.9351501","Southern Sumatra, Indonesia","BMKG"
"21","bmg2023tboi","2023-09-29T05:33:45.138678Z","-2.565184116","134.3180389","3.355193882","MLv","13","14","126.1474304","West Papua Region, Indonesia","BMKG"
"22","bmg2023tbno","2023-09-29T05:09:50.324553Z","-7.725494862","119.8096924","2.756261065","MLv","147","20","169.3087158","Flores Sea","BMKG"
"23","bmg2023tbkw","2023-09-29T03:48:33.951961Z","-2.911729574","122.3017731","3.257329496","MLv","10","16","146.3138733","Sulawesi, Indonesia","BMKG"
"24","bmg2023tbjh","2023-09-29T03:00:05.893085Z","-2.453329325","140.4260406","3.804898814","MLv","10","12","177.0671768","Near North Coast of West Papua","BMKG"
"25","bmg2023tbcb","2023-09-28T23:21:41.287188Z","-10.77912235","113.4050598","4.135640478","MLv","24","35","196.2996521","South of Java, Indonesia","BMKG"
"26","bmg2023tbao","2023-09-28T22:36:23.474875Z","-8.328383446","119.6770782","2.861865897","MLv","165","33","97.13269997","Flores Region, Indonesia","BMKG"
"27","bmg2023tbag","2023-09-28T22:27:03.100209Z","1.086288333","124.0267563","3.289770562","MLv","16","21","159.7178497","Minahassa Peninsula, Sulawesi","BMKG"
"28","bmg2023tbae","2023-09-28T22:23:58.437664Z","-0.2422449142","99.72138977","3.182766292","MLv","16","36","137.4569855","Southern Sumatra, Indonesia","BMKG"
"29","bmg2023tapm","2023-09-28T16:59:40.097046Z","2.209569454","126.7362061","3.356707882","MLv","8","20","130.8397369","Northern Molucca Sea","BMKG"
"30","bmg2023tamf","2023-09-28T15:21:03.952457Z","-8.752137184","118.8585281","2.884011904","MLv","10","31","113.1065674","Sumbawa Region, Indonesia","BMKG"
"31","bmg2023tame","2023-09-28T15:19:48.513726Z","-6.012367249","103.9089355","3.853447492","MLv","10","53","174.9712143","Southwest of Sumatra, Indonesia","BMKG"
"32","bmg2023tajo","2023-09-28T14:00:45.049216Z","-6.325292587","130.2858429","5.188268756","mb","171","180","50.67910767","Banda Sea","BMKG"
"33","bmg2023taiz","2023-09-28T13:43:30.471985Z","-6.478822231","104.8738022","3.55266929","M","3","54","200.2387924","Sunda Strait, Indonesia","BMKG"
"34","bmg2023tahd","2023-09-28T12:47:30.159625Z","-5.006549835","104.1169891","3.642308352","MLv","10","41","70.59477854","Southern Sumatra, Indonesia","BMKG"
"35","bmg2023tagl","2023-09-28T12:26:22.935326Z","-5.971115112","103.9144211","3.786951012","M","10","22","176.961998","Southern Sumatra, Indonesia","BMKG"
"36","bmg2023tafj","2023-09-28T11:53:18.799873Z","-8.925182343","112.0984268","3.344708095","MLv","12","35","217.6181717","Java, Indonesia","BMKG"
"37","bmg2023taed","2023-09-28T11:16:44.755052Z","-6.618748665","129.7437286","4.847819558","mb","176","61","50.43778992","Banda Sea","BMKG"
"38","bmg2023tadw","2023-09-28T11:07:28.937812Z","-8.445669174","108.9164429","3.886548153","M","13","78","205.142601","Java, Indonesia","BMKG"
"39","bmg2023szzv","2023-09-28T09:05:41.494572Z","-2.579923391","126.6294403","4.97548701","Mw(mB)","10","131","44.56243896","Ceram Sea","BMKG"
"40","bmg2023szyq","2023-09-28T08:29:29.522911Z","-6.017812729","103.9083023","4.122950409","M","10","53","175.2435989","Southwest of Sumatra, Indonesia","BMKG"
"41","bmg2023szuz","2023-09-28T06:38:29.31045Z","-6.127808094","101.9885559","4.124006794","MLv","24","22","272.4935074","Southwest of Sumatra, Indonesia","BMKG"
"42","bmg2023sztq","2023-09-28T05:57:49.066809Z","-7.81856966","117.404335","3.070916391","M","10","22","174.3563957","Bali Sea","BMKG"
"43","bmg2023szth","2023-09-28T05:47:59.314623Z","-9.163186073","124.2689514","3.16373223","MLv","33","19","80.46089935","Timor Region","BMKG"
"44","bmg2023szpp","2023-09-28T03:56:00.555302Z","2.095296383","97.44909668","4.208428906","MLv","21","67","104.5476074","Northern Sumatra, Indonesia","BMKG"
"45","bmg2023szlz","2023-09-28T02:06:05.056956Z","2.817187071","98.90387726","3.322964221","MLv","150","40","94.05529022","Northern Sumatra, Indonesia","BMKG"
"46","bmg2023szjt","2023-09-28T00:58:00.804463Z","0.07611326128","122.7128296","2.771405166","MLv","77","14","138.2364807","Minahassa Peninsula, Sulawesi","BMKG"
"47","bmg2023szey","2023-09-27T22:33:02.459117Z","-2.56400013","128.8413696","4.663153803","mb","47","75","66.16547394","Ceram Sea","BMKG"
"48","bmg2023szcj","2023-09-27T21:14:35.895566Z","-2.555445433","128.838913","3.692124527","M","10","29","76.39115906","Ceram Sea","BMKG"
"49","bmg2023szcb","2023-09-27T21:05:40.680983Z","-2.030319452","127.8136368","3.559679629","MLv","16","30","65.56041813","Ceram Sea","BMKG"
"50","bmg2023szbx","2023-09-27T20:59:38.622596Z","-6.143406391","127.6602783","3.841071786","MLv","385","53","65.59185791","Banda Sea","BMKG"
"51","bmg2023syyc","2023-09-27T19:05:24.152486Z","-3.415774584","128.3340912","2.459790593","MLv","10","11","122.9309082","Seram, Indonesia","BMKG"
"52","bmg2023syxy","2023-09-27T18:59:23.018798Z","-8.318930626","129.0899353","4.460627383","MLv","13","30","74.64065552","Timor Sea","BMKG"
"53","bmg2023syxx","2023-09-27T18:58:46.324301Z","-7.108549118","106.0452576","2.668984388","MLv","36","27","209.295723","Java, Indonesia","BMKG"
"54","bmg2023sywu","2023-09-27T18:25:34.100686Z","-3.218822479","128.8785553","2.478238528","MLv","10","12","135.3192291","Seram, Indonesia","BMKG"
"55","bmg2023syws","2023-09-27T18:22:30.440235Z","-4.385696411","102.4657593","3.030069959","MLv","26","31","136.428421","Southern Sumatra, Indonesia","BMKG"
