"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"1","bmg2021ebvt","2021-02-27T22:16:19.51663Z","0.8408923745","126.0802078","4.085459151","M","10","24","78.15123367","Northern Molucca Sea","BMKG"
"2","bmg2021ebtr","2021-02-27T21:13:31.999446Z","0.2771440446","121.6209564","3.290471884","M","193","23","91.85211182","Minahassa Peninsula, Sulawesi","BMKG"
"3","bmg2021ebtg","2021-02-27T21:00:13.146365Z","-8.228030205","121.8486633","3.64575878","M","176","33","120.5342102","Flores Region, Indonesia","BMKG"
"4","bmg2021ebso","2021-02-27T20:39:47.330059Z","-7.187870979","105.9260406","4.325579688","M","10","53","209.8754883","Java, Indonesia","BMKG"
"5","bmg2021ebmr","2021-02-27T17:40:33.377786Z","1.415829539","121.3325424","2.455863365","MLv","13","8","229.516098","Minahassa Peninsula, Sulawesi","BMKG"
"6","bmg2021eblx","2021-02-27T17:16:56.113289Z","-5.667547226","101.7456512","4.464487138","M","69","40","224.6468277","Southwest of Sumatra, Indonesia","BMKG"
"7","bmg2021ebfk","2021-02-27T14:00:12.853678Z","-3.483554363","130.312027","2.696210761","M","34","11","90.44939232","Seram, Indonesia","BMKG"
"8","bmg2021ebex","2021-02-27T13:45:31.70898Z","-0.6054554582","127.3952255","3.130138064","M","10","19","114.5738144","Halmahera, Indonesia","BMKG"
"9","bmg2021ebdj","2021-02-27T12:58:41.01848Z","-5.704966068","101.5963135","4.642585902","M","34","27","221.4742966","Southwest of Sumatra, Indonesia","BMKG"
"10","bmg2021eaxe","2021-02-27T09:51:06.125827Z","-2.215358496","100.7873154","4.060481602","M","27","27","141.2308655","Southern Sumatra, Indonesia","BMKG"
"11","bmg2021eave","2021-02-27T08:50:25.940948Z","-5.031628132","123.1666794","4.16429217","M","22","27","154.8205214","Banda Sea","BMKG"
"12","bmg2021earh","2021-02-27T06:53:11.027786Z","-0.5504629016","123.7827377","4.753485927","M","10","73","44.99231052","Minahassa Peninsula, Sulawesi","BMKG"
"13","bmg2021eapj","2021-02-27T05:54:34.967013Z","-9.127892494","118.9778519","3.130880879","M","10","19","151.7765884","Sumbawa Region, Indonesia","BMKG"
"14","bmg2021eanf","2021-02-27T04:49:25.879142Z","-0.4282574058","122.0292358","4.830684538","M","10","63","42.83390522","Minahassa Peninsula, Sulawesi","BMKG"
"15","bmg2021eais","2021-02-27T02:32:52.893512Z","4.728832722","126.342041","4.835452248","M","83","68","150.1989746","Talaud Islands, Indonesia","BMKG"
"16","bmg2021eaer","2021-02-27T00:30:30.378703Z","-7.166105747","106.0842361","3.316060472","M","21","20","213.8485489","Java, Indonesia","BMKG"
"17","bmg2021dzwx","2021-02-26T20:34:29.10503Z","-0.6167963743","127.3905563","3.397134484","M","10","17","110.4779549","Halmahera, Indonesia","BMKG"
"18","bmg2021dzvg","2021-02-26T19:44:14.05743Z","-0.2957599461","124.5290298","4.459601835","M","12","31","66.57077026","Southern Molucca Sea","BMKG"
"19","bmg2021dzqm","2021-02-26T17:19:35.1392Z","0.9569032788","127.2916946","3.84739943","M","156","22","77.4443512","Halmahera, Indonesia","BMKG"
"20","bmg2021dzpw","2021-02-26T17:01:19.115185Z","-3.565499306","128.1994324","2.133682761","M","10","8","103.8469009","Seram, Indonesia","BMKG"
"21","bmg2021dzow","2021-02-26T16:31:07.80809Z","0.5302450061","126.4559708","3.998735523","M","15","17","76.20285034","Northern Molucca Sea","BMKG"
"22","bmg2021dznb","2021-02-26T15:36:02.866431Z","-10.34570408","108.503334","3.50304063","M","23","12","292.311882","South of Java, Indonesia","BMKG"
"23","bmg2021dzjq","2021-02-26T13:52:14.489487Z","-0.6163860559","127.4271011","3.813065259","M","10","25","62.52178955","Halmahera, Indonesia","BMKG"
"24","bmg2021dzgv","2021-02-26T12:27:23.397561Z","-9.396708488","118.7614822","4.181233078","M","47","33","174.5884171","Sumbawa Region, Indonesia","BMKG"
"25","bmg2021dzea","2021-02-26T11:02:32.968619Z","-0.4776702225","127.5766754","5.230813638","Mw(mB)","16","276","48.90177345","Halmahera, Indonesia","BMKG"
"26","bmg2021dzds","2021-02-26T10:52:50.169159Z","-3.912349701","135.0356445","4.373769274","M","10","22","141.7518311","Irian Jaya Region, Indonesia","BMKG"
