"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"1","bmg2023mqtx","2023-06-29T22:39:11.200731Z","-9.920437813","109.7526627","4.081626783","MLv","10","61","231.2122574","South of Java, Indonesia","BMKG"
"2","bmg2023mqsr","2023-06-29T22:01:58.92164Z","-2.362258434","139.3661804","3.401841929","MLv","48","17","156.4851837","Near North Coast of West Papua","BMKG"
"3","bmg2023mqqb","2023-06-29T20:43:17.616294Z","1.155604839","128.1064758","2.766799956","MLv","10","18","141.3171711","Halmahera, Indonesia","BMKG"
"4","bmg2023mqoy","2023-06-29T20:09:44.278953Z","-0.1113029122","123.3118362","3.699703343","MLv","133","42","66.35220337","Minahassa Peninsula, Sulawesi","BMKG"
"5","bmg2023mqos","2023-06-29T20:02:03.182618Z","1.169387341","128.1140747","3.024359604","MLv","10","17","159.2755127","Halmahera, Indonesia","BMKG"
"6","bmg2023mqmq","2023-06-29T18:58:57.496124Z","-8.970363617","118.9624329","3.791337087","MLv","87","76","122.3621979","Sumbawa Region, Indonesia","BMKG"
"7","bmg2023mqll","2023-06-29T18:23:06.682894Z","-0.1264786571","123.0880356","3.997005953","MLv","75","59","49.22253799","Minahassa Peninsula, Sulawesi","BMKG"
"8","bmg2023mqla","2023-06-29T18:10:38.645541Z","-0.8169051409","120.6021042","2.680821279","MLv","11","29","76.07407761","Minahassa Peninsula, Sulawesi","BMKG"
"9","bmg2023mqkn","2023-06-29T17:55:14.264133Z","0.3993345499","98.57702637","3.091276811","MLv","14","32","85.21775818","Northern Sumatra, Indonesia","BMKG"
"10","bmg2023mqja","2023-06-29T17:09:16.022017Z","2.275077105","126.7293243","2.938513823","MLv","21","22","94.77494812","Northern Molucca Sea","BMKG"
"11","bmg2023mqiw","2023-06-29T17:04:53.645214Z","-1.848314524","100.372467","3.359555951","MLv","24","55","103.6372833","Southern Sumatra, Indonesia","BMKG"
"12","bmg2023mqiq","2023-06-29T16:57:55.540586Z","-4.335576057","123.6377792","4.096331366","MLv","10","66","82.8348999","Banda Sea","BMKG"
"13","bmg2023mqhs","2023-06-29T16:30:24.456899Z","-8.714875221","117.4213181","3.234951978","MLv","10","46","78.4628067","Sumbawa Region, Indonesia","BMKG"
"14","bmg2023mqfy","2023-06-29T15:36:09.611433Z","-1.842732191","100.3601837","3.684562056","MLv","24","56","103.1485138","Southern Sumatra, Indonesia","BMKG"
"15","bmg2023mqcn","2023-06-29T13:52:38.753939Z","5.676233292","126.1253357","4.890161983","M","111","90","158.5321045","Mindanao, Philippines","BMKG"
"16","bmg2023mqbe","2023-06-29T13:12:03.733148Z","-4.191796303","133.7934265","3.761502662","MLv","18","12","69.43131447","West Papua Region, Indonesia","BMKG"
"17","bmg2023mpym","2023-06-29T11:50:17.654924Z","2.028267384","98.96038818","3.318398289","MLv","10","30","97.67334747","Northern Sumatra, Indonesia","BMKG"
"18","bmg2023mpyg","2023-06-29T11:43:48.162645Z","2.000801325","98.98864746","3.213291461","MLv","10","30","91.80183411","Northern Sumatra, Indonesia","BMKG"
"19","bmg2023mpwt","2023-06-29T10:57:55.225401Z","1.991127014","98.98834991","3.42215198","MLv","10","28","88.6344986","Northern Sumatra, Indonesia","BMKG"
"20","bmg2023mpwf","2023-06-29T10:41:02.535064Z","3.563254595","96.96614075","2.823957892","MLv","27","15","167.6133881","Northern Sumatra, Indonesia","BMKG"
"21","bmg2023mpub","2023-06-29T09:36:09.462546Z","-8.444072723","116.9468689","3.081026704","MLv","10","28","137.40168","Sumbawa Region, Indonesia","BMKG"
"22","bmg2023mptr","2023-06-29T09:24:41.706665Z","-3.224743605","131.2033997","3.137020617","MLv","15","18","142.9995499","West Papua Region, Indonesia","BMKG"
"23","bmg2023mpsn","2023-06-29T08:49:32.762227Z","-7.965456963","107.0693436","3.143286938","MLv","16","27","236.6494217","Java, Indonesia","BMKG"
"24","bmg2023mprl","2023-06-29T08:16:30.876133Z","-4.578531265","130.7127228","4.240709489","MLv","58","41","112.9931335","Banda Sea","BMKG"
"25","bmg2023mpre","2023-06-29T08:08:59.848346Z","2.195801258","126.7000504","4.667356053","MLv","29","54","90.84412384","Northern Molucca Sea","BMKG"
"26","bmg2023mppq","2023-06-29T07:22:15.529364Z","-5.30725956","133.8496704","3.823445335","MLv","11","12","108.858902","Aru Islands Region, Indonesia","BMKG"
"27","bmg2023mpoa","2023-06-29T06:32:56.724023Z","-7.994722366","107.1233902","3.056866656","MLv","21","25","236.8026276","Java, Indonesia","BMKG"
"28","bmg2023mpnq","2023-06-29T06:21:47.128184Z","0.3171908855","121.8414764","3.538382574","MLv","195","42","57.84319496","Minahassa Peninsula, Sulawesi","BMKG"
"29","bmg2023mply","2023-06-29T05:30:35.414101Z","-2.383525848","139.0175629","3.031184598","M","11","9","132.0037537","Near North Coast of West Papua","BMKG"
"30","bmg2023mpht","2023-06-29T03:23:16.292771Z","-9.214690208","119.6039124","3.3873297","M","20","31","69.43952942","Sumba Region, Indonesia","BMKG"
"31","bmg2023mphm","2023-06-29T03:14:32.418368Z","-7.486799717","122.4100189","3.261784676","MLv","10","14","196.6164398","Flores Sea","BMKG"
"32","bmg2023mpgf","2023-06-29T02:36:20.988613Z","0.2930614352","99.91653442","3.327560425","MLv","10","33","63.23338318","Northern Sumatra, Indonesia","BMKG"
"33","bmg2023mpfg","2023-06-29T02:06:51.713614Z","2.148807526","127.6537781","3.902142392","MLv","10","22","113.4784393","Northern Molucca Sea","BMKG"
"34","bmg2023mpdw","2023-06-29T01:25:33.824619Z","-7.221431255","125.1218948","3.48689503","MLv","439","20","154.6192913","Banda Sea","BMKG"
"35","bmg2023mpdl","2023-06-29T01:13:05.525686Z","-2.46146059","140.4675293","3.647905221","MLv","10","9","222.1005859","Near North Coast of West Papua","BMKG"
"36","bmg2023mpda","2023-06-29T01:00:10.28039Z","-2.502972603","120.9107742","2.19240636","MLv","14","11","109.2169342","Sulawesi, Indonesia","BMKG"
"37","bmg2023mpcb","2023-06-29T00:31:05.647959Z","-1.742917418","139.3776855","3.741058638","MLv","10","11","206.7221527","Near North Coast of West Papua","BMKG"
"38","bmg2023mpaw","2023-06-28T23:54:46.82638Z","-3.820822954","135.1165924","3.310436856","M","11","11","164.6143265","West Papua Region, Indonesia","BMKG"
"39","bmg2023mpaj","2023-06-28T23:39:29.085672Z","-8.844626427","124.2290802","2.770720077","M","73","17","70.0086441","Timor Region","BMKG"
"40","bmg2023mozh","2023-06-28T23:06:10.910068Z","2.08991909","127.8818893","3.23976793","MLv","10","9","225.2918625","Northern Molucca Sea","BMKG"
"41","bmg2023moyw","2023-06-28T22:54:01.533163Z","4.735719204","96.34724426","2.620626534","M","19","10","113.6443634","Northern Sumatra, Indonesia","BMKG"
"42","bmg2023moxi","2023-06-28T22:07:32.865228Z","-0.8675211072","120.2830505","2.323858274","M","10","19","109.6485748","Minahassa Peninsula, Sulawesi","BMKG"
"43","bmg2023mowz","2023-06-28T21:57:10.539351Z","0.4251700938","123.6898422","3.421912676","MLv","241","27","122.1218262","Minahassa Peninsula, Sulawesi","BMKG"
"44","bmg2023movi","2023-06-28T21:06:22.369525Z","-9.586292267","115.5952225","3.06234116","M","11","23","229.9159622","South of Bali, Indonesia","BMKG"
"45","bmg2023motp","2023-06-28T20:14:01.888118Z","-0.5021265745","131.9382172","2.534535562","MLv","10","9","218.0795898","West Papua Region, Indonesia","BMKG"
"46","bmg2023motl","2023-06-28T20:09:58.416954Z","-9.104738235","118.7759171","3.108670188","MLv","49","34","143.6450043","Sumbawa Region, Indonesia","BMKG"
"47","bmg2023motb","2023-06-28T19:57:18.868132Z","0.5584759712","126.281189","3.538579821","MLv","18","17","121.4051666","Northern Molucca Sea","BMKG"
"48","bmg2023mosu","2023-06-28T19:50:00.570152Z","-8.23268795","117.8278046","2.652895237","MLv","14","20","115.5894222","Sumbawa Region, Indonesia","BMKG"
"49","bmg2023morj","2023-06-28T19:06:42.471541Z","-0.6473069191","126.2174606","3.335635383","MLv","10","12","120.3726501","Southern Molucca Sea","BMKG"
"50","bmg2023mokf","2023-06-28T15:29:02.220482Z","-9.546289444","117.9744186","3.843163317","MLv","10","53","190.3255768","Sumbawa Region, Indonesia","BMKG"
"51","bmg2023mokc","2023-06-28T15:25:45.72935Z","-9.047939301","118.1858063","2.828127478","MLv","65","34","158.3013916","Sumbawa Region, Indonesia","BMKG"
"52","bmg2023mohi","2023-06-28T14:01:56.856444Z","-9.327803612","113.5101166","3.782320214","M","10","59","209.3091125","South of Java, Indonesia","BMKG"
"53","bmg2023mogo","2023-06-28T13:39:10.003936Z","3.317932606","126.7930832","3.739742659","MLv","10","17","222.7080994","Talaud Islands, Indonesia","BMKG"
