"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"1","bmg2022xkkm","2022-11-29T23:58:17.046888Z","-6.801530361","107.0840073","2.255865239","M","10","14","160.4720154","Java, Indonesia","BMKG"
"2","bmg2022xkjh","2022-11-29T23:22:17.14531Z","-6.828077316","107.080101","2.118569544","M","12","12","130.7078552","Java, Indonesia","BMKG"
"3","bmg2022xkig","2022-11-29T22:51:26.444859Z","-6.887339592","107.1327057","1.886286093","M","39","9","110.239624","Java, Indonesia","BMKG"
"4","bmg2022xkib","2022-11-29T22:44:54.006908Z","-10.87545776","113.6444092","3.821450139","M","37","29","262.8075562","South of Java, Indonesia","BMKG"
"5","bmg2022xkgv","2022-11-29T22:07:29.698829Z","-4.855201244","103.9454651","2.583563002","M","10","13","81.89769745","Southern Sumatra, Indonesia","BMKG"
"6","bmg2022xkgp","2022-11-29T22:01:22.508386Z","-5.487967014","103.7972565","2.933337293","MLv","25","32","154.1989899","Southern Sumatra, Indonesia","BMKG"
"7","bmg2022xkfz","2022-11-29T21:42:08.393265Z","4.17278862","126.8146439","3.940283238","M","22","19","253.9223938","Talaud Islands, Indonesia","BMKG"
"8","bmg2022xkfo","2022-11-29T21:29:32.763489Z","-3.634894133","101.6841049","2.958012845","M","37","29","174.7956085","Southern Sumatra, Indonesia","BMKG"
"9","bmg2022xjxx","2022-11-29T17:37:28.078588Z","-7.131036758","105.7937927","2.685766326","M","11","17","243.2808685","Java, Indonesia","BMKG"
"10","bmg2022xjvi","2022-11-29T16:19:25.105062Z","-8.402377129","109.200676","3.610071107","M","31","50","207.5573196","Java, Indonesia","BMKG"
"11","bmg2022xjuu","2022-11-29T16:02:53.022637Z","-7.289509773","107.3905258","2.634868891","M","15","11","217.3472977","Java, Indonesia","BMKG"
"12","bmg2022xjtd","2022-11-29T15:13:26.003203Z","-6.815826416","107.092865","2.2615442","M","11","20","154.835289","Java, Indonesia","BMKG"
"13","bmg2022xjrl","2022-11-29T14:22:12.057123Z","-6.781621456","107.0600586","2.142703004","M","10","7","167.2637634","Java, Indonesia","BMKG"
"14","bmg2022xjrk","2022-11-29T14:20:42.261671Z","2.224467039","96.2443161","4.75979384","M","18","63","202.557251","Northern Sumatra, Indonesia","BMKG"
"15","bmg2022xjqq","2022-11-29T13:57:25.99665Z","-6.854421139","107.0951538","2.663392687","M","10","23","130.8878479","Java, Indonesia","BMKG"
"16","bmg2022xjqj","2022-11-29T13:49:01.366517Z","-6.819382191","107.0959473","2.056935919","M","15","9","153.9408875","Java, Indonesia","BMKG"
"17","bmg2022xjph","2022-11-29T13:16:06.5292Z","-6.758939266","107.1178513","1.705811485","M","21","7","200.743576","Java, Indonesia","BMKG"
"18","bmg2022xjob","2022-11-29T12:39:09.710317Z","-6.776586056","107.0834961","2.342426586","M","16","23","140.9034424","Java, Indonesia","BMKG"
"19","bmg2022xjnn","2022-11-29T12:22:51.002904Z","-2.829485416","130.0374756","3.55245758","M","11","38","66.59557724","Seram, Indonesia","BMKG"
"20","bmg2022xjna","2022-11-29T12:07:34.951482Z","-6.834374428","107.0800018","2.035470192","M","10","9","140.5604553","Java, Indonesia","BMKG"
"21","bmg2022xjlk","2022-11-29T11:18:14.591487Z","-5.537219048","122.509903","2.787852492","M","36","5","276.5322342","Sulawesi, Indonesia","BMKG"
"22","bmg2022xjkk","2022-11-29T10:48:04.781053Z","-6.868394852","107.1484451","1.370705907","M","14","7","167.2518387","Java, Indonesia","BMKG"
"23","bmg2022xjjt","2022-11-29T10:28:02.653543Z","-2.965066671","139.4490051","4.612117669","M","28","32","99.83870316","Near North Coast of West Papua","BMKG"
"24","bmg2022xjji","2022-11-29T10:15:14.685217Z","0.08853165805","123.8558807","3.016443863","M","109","22","141.2665443","Minahassa Peninsula, Sulawesi","BMKG"
"25","bmg2022xjja","2022-11-29T10:06:17.913891Z","0.1195954904","124.1319656","3.119886955","M","77","20","161.4622612","Minahassa Peninsula, Sulawesi","BMKG"
"26","bmg2022xjjb","2022-11-29T10:06:07.811983Z","-7.975446701","107.9142761","2.305933852","M","27","8","240.0704956","Java, Indonesia","BMKG"
"27","bmg2022xjit","2022-11-29T09:58:22.524869Z","-2.870505333","129.8093109","3.14791265","M","12","16","91.00020599","Seram, Indonesia","BMKG"
"28","bmg2022xjha","2022-11-29T09:05:36.99808Z","-6.834528446","107.0860443","2.051010552","M","14","13","141.7947464","Java, Indonesia","BMKG"
"29","bmg2022xjfq","2022-11-29T08:23:37.672528Z","-6.831378937","107.0846939","1.764302387","M","13","9","209.7239456","Java, Indonesia","BMKG"
"30","bmg2022xjcp","2022-11-29T06:51:55.730287Z","-2.80889082","129.8241119","4.205940942","M","12","40","53.90284348","Seram, Indonesia","BMKG"
"31","bmg2022xjbf","2022-11-29T06:10:07.814084Z","-10.51511955","123.840332","3.518902325","M","55","23","198.1880074","Timor Region","BMKG"
"32","bmg2022xjas","2022-11-29T05:54:15.527459Z","-7.020848751","107.0031586","1.79123679","MLv","19","7","254.763855","Java, Indonesia","BMKG"
"33","bmg2022xizd","2022-11-29T05:06:59.806456Z","-6.441491604","129.2108307","4.439768761","M","195","38","71.91624451","Banda Sea","BMKG"
"34","bmg2022xiwk","2022-11-29T03:43:24.933029Z","-1.931470156","136.1584167","3.720502265","M","12","18","62.42871094","West Papua Region, Indonesia","BMKG"
"35","bmg2022xiwa","2022-11-29T03:32:07.026752Z","-1.594397426","120.1922913","3.435756982","M","10","83","41.09135437","Sulawesi, Indonesia","BMKG"
"36","bmg2022xivx","2022-11-29T03:28:11.857505Z","-0.7149534822","99.75485229","3.194546075","M","57","40","106.6429138","Southern Sumatra, Indonesia","BMKG"
