"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"1","bmg2023xkjd","2023-11-29T23:18:23.838873Z","0.3470241427","120.898262","2.509507021","MLv","90","14","127.7094345","Minahassa Peninsula, Sulawesi","BMKG"
"2","bmg2023xkgn","2023-11-29T21:59:05.775201Z","0.04316297546","124.2327194","3.282574763","MLv","90","16","228.6492462","Minahassa Peninsula, Sulawesi","BMKG"
"3","bmg2023xkdn","2023-11-29T20:27:44.422425Z","4.540744305","96.44000244","3.640113692","MLv","5","32","78.99319458","Northern Sumatra, Indonesia","BMKG"
"4","bmg2023xkct","2023-11-29T20:05:01.235924Z","4.54211235","96.38103485","4.50876772","MLv","10","55","61.22767639","Northern Sumatra, Indonesia","BMKG"
"5","bmg2023xkcb","2023-11-29T19:43:48.593534Z","-8.274866104","108.1720657","2.580689004","MLv","23","20","244.716301","Java, Indonesia","BMKG"
"6","bmg2023xkbq","2023-11-29T19:31:03.947287Z","-8.140535355","116.6825027","2.926213866","MLv","14","22","176.2291107","Sumbawa Region, Indonesia","BMKG"
"7","bmg2023xkap","2023-11-29T18:59:11.481911Z","-2.935921431","130.4338379","2.993923167","MLv","10","14","71.08857727","Seram, Indonesia","BMKG"
"8","bmg2023xkai","2023-11-29T18:50:26.985408Z","-3.067103386","135.5625458","3.046061817","M","5","10","146.7724342","West Papua Region, Indonesia","BMKG"
"9","bmg2023xjzp","2023-11-29T18:28:40.968486Z","-8.717615128","119.4901505","2.314020578","MLv","105","30","89.14214325","Flores Region, Indonesia","BMKG"
"10","bmg2023xjzj","2023-11-29T18:21:34.586718Z","0.03087542206","119.6445236","3.854660174","MLv","10","56","97.85551453","Minahassa Peninsula, Sulawesi","BMKG"
"11","bmg2023xjyn","2023-11-29T17:56:33.18131Z","1.770736217","126.3541565","2.677503155","M","28","13","122.2119446","Northern Molucca Sea","BMKG"
"12","bmg2023xjvi","2023-11-29T16:19:44.205363Z","-8.81879425","110.3479843","3.028151395","M","18","24","249.8480759","","BMKG"
