"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"1","bmg2022ovas","2022-07-30T17:43:09.489609Z","-7.905566692","117.673027","2.943353158","M","22","26","212.4995117","Bali Sea","BMKG"
"2","bmg2022ouzz","2022-07-30T17:21:07.864645Z","-8.950072289","110.1604538","3.3022617","M","22","36","226.3818893","Java, Indonesia","BMKG"
"3","bmg2022ouzb","2022-07-30T16:52:25.099628Z","-2.833476067","122.0042801","2.895091621","M","10","27","161.7602386","Sulawesi, Indonesia","BMKG"
"4","bmg2022ouyh","2022-07-30T16:29:50.92476Z","1.928409457","127.1946716","3.973947022","M","59","37","138.4885788","Halmahera, Indonesia","BMKG"
"5","bmg2022ouxg","2022-07-30T15:57:49.579039Z","-0.3669276237","122.9111328","3.271686754","M","51","21","57.76480103","Minahassa Peninsula, Sulawesi","BMKG"
"6","bmg2022ouvg","2022-07-30T14:57:19.819537Z","-1.61601758","136.1707916","3.312250858","M","22","10","171.9997711","Irian Jaya Region, Indonesia","BMKG"
"7","bmg2022ouhy","2022-07-30T08:14:31.483186Z","-8.895536423","110.4504089","3.195185912","M","10","21","238.1504669","Java, Indonesia","BMKG"
"8","bmg2022oufn","2022-07-30T07:01:25.795638Z","-0.1875856817","124.3106995","4.790879545","M","56","144","30.45363426","Southern Molucca Sea","BMKG"
"9","bmg2022ouee","2022-07-30T06:19:21.791536Z","-9.312348366","106.7633743","4.330709682","M","39","50","139.0039825","South of Java, Indonesia","BMKG"
"10","bmg2022oude","2022-07-30T05:49:40.48279Z","-6.205876827","128.6937103","4.6925843","M","335","58","67.00897217","Banda Sea","BMKG"
"11","bmg2022oudf","2022-07-30T05:49:32.751198Z","2.262859106","97.04084778","2.936557214","M","13","18","272.6682267","Northern Sumatra, Indonesia","BMKG"
"12","bmg2022ouck","2022-07-30T05:26:14.763801Z","-9.238390923","112.8041077","3.533943826","M","10","21","232.5539093","South of Java, Indonesia","BMKG"
"13","bmg2022otqa","2022-07-29T23:10:42.491101Z","-8.885219574","124.2295685","3.057428421","M","74","20","69.87794495","Timor Region","BMKG"
"14","bmg2022otor","2022-07-29T22:29:57.907821Z","-2.590661764","122.6154709","3.436744305","M","10","28","155.282423","Sulawesi, Indonesia","BMKG"
"15","bmg2022otob","2022-07-29T22:10:45.725714Z","-2.316141844","122.0587692","2.790814829","M","10","11","208.8057098","Sulawesi, Indonesia","BMKG"
"16","bmg2022otmo","2022-07-29T21:25:14.844011Z","-2.568369627","122.5272827","3.506407671","M","10","18","228.7653656","Sulawesi, Indonesia","BMKG"
"17","bmg2022otmd","2022-07-29T21:12:29.439299Z","-2.512165308","122.6015625","3.157327932","M","10","15","236.3113403","Sulawesi, Indonesia","BMKG"
"18","bmg2022otls","2022-07-29T21:00:12.965499Z","-7.13068819","130.1124268","4.693188808","M","169","37","72.12475586","Tanimbar Islands Reg., Indonesia","BMKG"
"19","bmg2022otlt","2022-07-29T20:59:42.867989Z","-2.516826391","122.4845886","3.218060596","M","10","12","225.7007294","Sulawesi, Indonesia","BMKG"
"20","bmg2022otlm","2022-07-29T20:53:14.294547Z","-8.451234818","115.6570053","2.951972007","M","14","36","102.0499649","Bali Region, Indonesia","BMKG"
"21","bmg2022otlh","2022-07-29T20:46:58.063494Z","-2.397345781","122.1423645","2.876740037","M","19","13","243.4598694","Sulawesi, Indonesia","BMKG"
"22","bmg2022otkx","2022-07-29T20:35:13.352995Z","-1.422022223","123.3897324","3.916410724","M","10","37","117.664566","Sulawesi, Indonesia","BMKG"
"23","bmg2022otkp","2022-07-29T20:26:30.282582Z","-2.418764114","122.6535568","4.800194434","M","10","94","51.07709503","Sulawesi, Indonesia","BMKG"
"24","bmg2022otff","2022-07-29T17:43:28.074292Z","-2.445829153","122.5740051","3.575315067","M","10","34","150.5355759","Sulawesi, Indonesia","BMKG"
"25","bmg2022otet","2022-07-29T17:29:21.682847Z","-0.1770193875","123.1775131","2.968517704","M","97","9","197.4339333","Minahassa Peninsula, Sulawesi","BMKG"
"26","bmg2022otep","2022-07-29T17:24:01.610856Z","1.439506531","122.3390732","2.554749874","M","10","7","242.840271","Minahassa Peninsula, Sulawesi","BMKG"
"27","bmg2022oteb","2022-07-29T17:08:17.546201Z","-9.771145821","118.6412506","3.651401038","M","10","30","185.1082153","Sumbawa Region, Indonesia","BMKG"
"28","bmg2022otdz","2022-07-29T17:05:47.536764Z","-2.444138527","122.5531082","3.071607747","M","10","15","171.5618248","Sulawesi, Indonesia","BMKG"
"29","bmg2022otdu","2022-07-29T16:59:58.998028Z","-2.378873348","122.5606079","3.136218436","M","10","10","272.3395538","Sulawesi, Indonesia","BMKG"
"30","bmg2022otdn","2022-07-29T16:51:20.036169Z","-2.605267525","122.5696106","3.056638456","M","10","8","338.9228058","Sulawesi, Indonesia","BMKG"
"31","bmg2022otdl","2022-07-29T16:49:02.653621Z","-2.385195494","122.5600052","3.279232833","M","10","15","192.2071953","Sulawesi, Indonesia","BMKG"
"32","bmg2022otdk","2022-07-29T16:47:36.944623Z","-8.125051498","115.4955673","2.311496869","M","10","6","198.3743668","Bali Region, Indonesia","BMKG"
"33","bmg2022otdj","2022-07-29T16:46:49.96Z","-2.345919609","122.4918976","3.084305152","M","10","9","205.2926159","Sulawesi, Indonesia","BMKG"
"34","bmg2022otdh","2022-07-29T16:45:11.08327Z","-2.438975811","122.4787598","3.071191934","M","10","10","224.8035889","Sulawesi, Indonesia","BMKG"
"35","bmg2022otcv","2022-07-29T16:31:16.448031Z","-2.407385349","122.6612244","5.124678181","Mw(mB)","10","293","29.06999207","Sulawesi, Indonesia","BMKG"
"36","bmg2022otcu","2022-07-29T16:29:55.963532Z","1.237177134","123.1778412","4.737826088","M","10","19","148.7611732","Minahassa Peninsula, Sulawesi","BMKG"
"37","bmg2022oswn","2022-07-29T13:20:02.862067Z","0.4284134805","126.3585358","3.943264061","M","10","27","70.71238327","Northern Molucca Sea","BMKG"
"38","bmg2022osvv","2022-07-29T12:59:08.287822Z","-1.560328484","120.9906311","2.903352639","M","11","27","164.418869","Sulawesi, Indonesia","BMKG"
