"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"1","bmg2021mqwm","2021-06-29T23:57:42.221513Z","-8.427739143","116.0101242","2.659476994","M","10","17","130.593483","Sumbawa Region, Indonesia","BMKG"
"2","bmg2021mqvu","2021-06-29T23:36:19.039992Z","3.956594706","125.9211884","4.918927037","M","150","163","92.33916473","Talaud Islands, Indonesia","BMKG"
"3","bmg2021mqtk","2021-06-29T22:24:12.213688Z","0.4674673676","126.1505127","3.199712117","M","14","19","69.31347656","Northern Molucca Sea","BMKG"
"4","bmg2021mqsx","2021-06-29T22:08:58.486235Z","-6.712216854","129.7167206","4.074900006","M","187","29","69.8323822","Banda Sea","BMKG"
"5","bmg2021mqsv","2021-06-29T22:06:36.163798Z","-3.341300726","127.9085846","2.903856716","M","40","16","98.46917725","Seram, Indonesia","BMKG"
"6","bmg2021mqse","2021-06-29T21:47:01.92901Z","-9.902506828","107.4352112","3.66856874","M","24","25","190.764492","South of Java, Indonesia","BMKG"
"7","bmg2021mqro","2021-06-29T21:28:41.885565Z","-5.325013161","129.4322205","4.400384059","M","246","57","42.27937317","Banda Sea","BMKG"
"8","bmg2021mqrg","2021-06-29T21:19:35.568855Z","-8.759572983","118.9662247","3.705964211","M","10","34","142.0189896","Sumbawa Region, Indonesia","BMKG"
"9","bmg2021mqqc","2021-06-29T20:44:06.650691Z","-2.930988073","127.9818115","3.730853287","M","21","30","64.31207275","Ceram Sea","BMKG"
"10","bmg2021mqpr","2021-06-29T20:31:06.643386Z","3.87234807","126.8642044","3.972765451","M","40","25","192.0611267","Talaud Islands, Indonesia","BMKG"
"11","bmg2021mqnn","2021-06-29T19:26:17.538999Z","3.819132566","126.8336258","4.021399882","M","37","49","164.0878448","Talaud Islands, Indonesia","BMKG"
"12","bmg2021mqmx","2021-06-29T19:07:20.050407Z","2.828340769","128.4723053","3.66174981","M","12","25","180.6044769","Halmahera, Indonesia","BMKG"
"13","bmg2021mqkn","2021-06-29T17:55:38.335459Z","0.3367914259","126.3826218","4.004521576","M","10","41","40.72131538","Northern Molucca Sea","BMKG"
"14","bmg2021mqkl","2021-06-29T17:53:15.360992Z","-0.3248948753","115.6899338","5.775824784","M","10","10","158.9562759","Borneo","BMKG"
