"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"1","bmg2021kobf","2021-05-30T23:52:41.391358Z","-6.506961823","105.2184448","3.431860917","M","10","22","210.7622223","Sunda Strait, Indonesia","BMKG"
"2","bmg2021kobd","2021-05-30T23:50:16.611549Z","5.640160084","110.6755295","5.921834335","M","10","10","253.4859848","South China Sea","BMKG"
"3","bmg2021kobb","2021-05-30T23:47:55.20676Z","0.03436202928","96.65101624","4.143923694","M","10","17","242.7543499","Off West Coast of Northern Sumatra","BMKG"
"4","bmg2021koax","2021-05-30T23:42:46.574453Z","-3.177865505","138.4953461","3.948434559","M","10","14","76.34469604","Irian Jaya, Indonesia","BMKG"
"5","bmg2021koat","2021-05-30T23:39:01.565831Z","1.857424498","122.196228","5.625569643","M","10","10","184.7726288","Minahassa Peninsula, Sulawesi","BMKG"
"6","bmg2021koad","2021-05-30T23:21:01.657065Z","-5.146901608","104.5475998","4.056437512","M","110","48","64.45835876","Southern Sumatra, Indonesia","BMKG"
"7","bmg2021knzk","2021-05-30T22:57:50.977257Z","-4.327448845","133.9968414","4.179844696","M","33","19","75.68755913","Irian Jaya Region, Indonesia","BMKG"
"8","bmg2021knyh","2021-05-30T22:25:58.112461Z","-6.611764431","105.4524155","3.447631803","M","10","29","190.1289444","Sunda Strait, Indonesia","BMKG"
"9","bmg2021knxx","2021-05-30T22:11:53.104945Z","-6.578447819","105.4758606","3.317352026","M","10","28","191.2389603","Sunda Strait, Indonesia","BMKG"
"10","bmg2021knwr","2021-05-30T21:35:25.781658Z","-6.825994968","128.6243286","4.589160974","M","278","46","73.92996216","Banda Sea","BMKG"
"11","bmg2021kntt","2021-05-30T20:05:58.149789Z","1.916198611","99.01712799","2.331693928","M","10","12","147.5531921","Northern Sumatra, Indonesia","BMKG"
"12","bmg2021knso","2021-05-30T19:29:35.563187Z","-2.682677984","121.6963577","2.141464682","M","10","6","156.2842102","Sulawesi, Indonesia","BMKG"
"13","bmg2021knsl","2021-05-30T19:26:27.607377Z","0.3947371542","98.53520966","3.034502569","M","11","18","82.25479126","Northern Sumatra, Indonesia","BMKG"
"14","bmg2021knrz","2021-05-30T19:13:10.170371Z","0.1643153429","96.50254059","4.144687704","M","10","26","234.3532181","Off West Coast of Northern Sumatra","BMKG"
"15","bmg2021knrr","2021-05-30T19:02:55.475159Z","-3.396365643","140.8832397","3.020548558","M","81","10","235.1605377","Irian Jaya, Indonesia","BMKG"
"16","bmg2021knor","2021-05-30T17:32:12.953583Z","-7.28494978","120.895607","2.990422882","M","10","21","130.1136093","Flores Sea","BMKG"
"17","bmg2021knoo","2021-05-30T17:28:33.997588Z","-7.285425663","120.905304","3.312659362","M","10","23","130.5052032","Flores Sea","BMKG"
"18","bmg2021knmv","2021-05-30T16:36:04.263953Z","-6.342615604","129.9406128","4.415064593","M","109","68","32.66871643","Banda Sea","BMKG"
"19","bmg2021knhw","2021-05-30T14:06:20.991552Z","5.698229313","95.37158203","2.602181726","M","10","11","290.0574951","Northern Sumatra, Indonesia","BMKG"
"20","bmg2021kney","2021-05-30T12:37:02.317201Z","-7.011568069","130.7077789","3.535962543","M","16","7","205.0573235","Tanimbar Islands Reg., Indonesia","BMKG"
"21","bmg2021knek","2021-05-30T12:20:38.30948Z","-2.259117365","140.0585632","3.981902674","M","11","11","189.9178543","Near North Coast of Irian Jaya","BMKG"
