"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"1","bmg2021rade","2021-08-30T23:42:20.025911Z","-6.823031902","105.4652939","3.544542979","M","10","36","207.4767151","Sunda Strait, Indonesia","BMKG"
"2","bmg2021rabl","2021-08-30T22:50:49.967307Z","-3.098701","130.5471191","2.530023454","M","10","8","153.3192978","Seram, Indonesia","BMKG"
"3","bmg2021raba","2021-08-30T22:37:12.974358Z","-3.892119408","101.535759","2.89086661","M","12","14","245.2707977","Southern Sumatra, Indonesia","BMKG"
"4","bmg2021raap","2021-08-30T22:24:17.677506Z","4.870804787","95.98535919","2.083728819","M","12","10","169.65522","Northern Sumatra, Indonesia","BMKG"
"5","bmg2021raaf","2021-08-30T22:12:25.364619Z","4.334215641","96.48796844","2.63264295","M","10","19","74.6835022","Northern Sumatra, Indonesia","BMKG"
"6","bmg2021qzxz","2021-08-30T21:05:25.445783Z","-0.1062928885","124.4717102","4.668562895","M","13","76","44.28153324","Southern Molucca Sea","BMKG"
"7","bmg2021qzvm","2021-08-30T19:49:46.104303Z","-3.344039202","140.1009521","3.080325103","M","10","8","102.3511047","Irian Jaya, Indonesia","BMKG"
"8","bmg2021qzve","2021-08-30T19:40:02.024834Z","-3.600230932","138.4068604","3.618592521","M","91","22","95.64660645","Irian Jaya, Indonesia","BMKG"
"9","bmg2021qztz","2021-08-30T19:04:07.322673Z","-0.9262714982","121.4562912","3.350692529","M","10","37","65.20037842","Minahassa Peninsula, Sulawesi","BMKG"
"10","bmg2021qzqu","2021-08-30T17:27:17.036685Z","-1.692188025","120.4468613","2.280864815","M","10","8","216.2033386","Sulawesi, Indonesia","BMKG"
"11","bmg2021qzqj","2021-08-30T17:13:57.149737Z","-7.299884319","129.4070282","4.547285309","M","174","33","79.31710815","Banda Sea","BMKG"
"12","bmg2021qzqc","2021-08-30T17:06:03.979323Z","1.336293697","126.4234543","3.45809587","M","12","30","96.85572767","Northern Molucca Sea","BMKG"
"13","bmg2021qzka","2021-08-30T14:02:35.787127Z","-4.247766972","134.1666718","3.902067623","M","10","15","82.7144413","Irian Jaya Region, Indonesia","BMKG"
"14","bmg2021qzjs","2021-08-30T13:52:35.464163Z","-2.500817299","120.7350922","3.544349659","M","10","28","74.56732941","Sulawesi, Indonesia","BMKG"
"15","bmg2021qzic","2021-08-30T13:03:35.26188Z","-7.891452789","117.6888046","4.493983162","M","20","43","107.5043354","Bali Sea","BMKG"
"16","bmg2021qzhy","2021-08-30T12:57:30.154855Z","-5.132889271","129.6964264","4.257900111","M","227","31","158.7428284","Banda Sea","BMKG"
"17","bmg2021qzfw","2021-08-30T11:56:10.001332Z","-0.570959866","121.8655853","3.421094789","M","10","40","60.92225647","Minahassa Peninsula, Sulawesi","BMKG"
