"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"1","bmg2022koaq","2022-05-30T23:35:33.440496Z","-8.922182083","110.7461243","3.349815248","M","60","21","242.4301224","Java, Indonesia","BMKG"
"2","bmg2022knzo","2022-05-30T23:02:20.827293Z","-6.540389538","103.8072586","3.67064459","M","10","17","238.1306","Southwest of Sumatra, Indonesia","BMKG"
"3","bmg2022knwv","2022-05-30T21:40:23.504071Z","-7.7383461","127.5916367","4.476309735","M","160","24","105.2562833","Banda Sea","BMKG"
"4","bmg2022knvz","2022-05-30T21:13:27.983753Z","-3.229319572","103.0616531","3.130031158","M","199","26","132.1537094","Southern Sumatra, Indonesia","BMKG"
"5","bmg2022knud","2022-05-30T20:18:29.428595Z","-8.025527954","117.6106873","2.795466691","M","182","25","141.5483551","Sumbawa Region, Indonesia","BMKG"
"6","bmg2022knsn","2022-05-30T19:29:00.477712Z","5.971191883","126.4461212","4.255322559","M","153","22","192.2049255","Mindanao, Philippines","BMKG"
"7","bmg2022knsl","2022-05-30T19:27:00.094087Z","0.2664714754","122.1517792","3.413949112","M","180","23","55.51653099","Minahassa Peninsula, Sulawesi","BMKG"
"8","bmg2022knqt","2022-05-30T18:35:33.970212Z","-8.313142776","116.4751663","2.50645378","M","10","16","114.1298218","Sumbawa Region, Indonesia","BMKG"
"9","bmg2022knqj","2022-05-30T18:23:37.124295Z","1.900278449","127.4002609","3.282061453","M","123","23","90.49843597","Halmahera, Indonesia","BMKG"
"10","bmg2022knpz","2022-05-30T18:11:36.229975Z","-6.933940887","106.757164","2.315584061","M","10","16","50.50013733","Java, Indonesia","BMKG"
"11","bmg2022knps","2022-05-30T18:03:52.865611Z","-8.140664101","118.872612","2.242151702","M","17","12","196.4963837","Sumbawa Region, Indonesia","BMKG"
"12","bmg2022knpp","2022-05-30T18:00:10.194473Z","-2.407847643","121.282074","2.031756137","M","13","11","120.7797956","Sulawesi, Indonesia","BMKG"
"13","bmg2022knpe","2022-05-30T17:47:26.498491Z","-7.80850172","118.6253052","3.002797988","M","27","25","128.6887131","Flores Sea","BMKG"
"14","bmg2022knly","2022-05-30T16:09:53.37127Z","2.945955276","97.43494415","2.773884912","M","15","13","189.0498962","Northern Sumatra, Indonesia","BMKG"
"15","bmg2022knlx","2022-05-30T16:08:19.949188Z","-3.008674383","102.2459564","3.260034074","M","89","26","106.6874542","Southern Sumatra, Indonesia","BMKG"
"16","bmg2022knli","2022-05-30T15:50:28.471294Z","-0.4893766344","99.47175598","3.30221448","M","34","21","137.2890472","Southern Sumatra, Indonesia","BMKG"
"17","bmg2022kniw","2022-05-30T14:36:15.035961Z","-8.079076767","117.6216965","2.825534231","M","17","18","192.7763138","Sumbawa Region, Indonesia","BMKG"
"18","bmg2022kniv","2022-05-30T14:34:56.868448Z","-7.938868999","118.0469208","2.862298873","M","35","20","205.5712509","Flores Sea","BMKG"
"19","bmg2022knhw","2022-05-30T14:05:45.717104Z","-7.583743095","122.3069611","2.951436031","M","27","19","76.12099838","Flores Sea","BMKG"
"20","bmg2022kngy","2022-05-30T13:38:31.819989Z","0.9509862065","121.6032333","3.156288888","M","52","19","126.2659073","Minahassa Peninsula, Sulawesi","BMKG"
"21","bmg2022kngn","2022-05-30T13:25:13.190403Z","-9.774791718","109.5464859","4.342499026","M","17","41","232.1239853","South of Java, Indonesia","BMKG"
"22","bmg2022kngf","2022-05-30T13:15:24.466816Z","-2.945002317","134.7437439","3.620776862","M","10","14","114.6453247","Irian Jaya Region, Indonesia","BMKG"
"23","bmg2022knfu","2022-05-30T13:02:42.928663Z","-9.927186012","109.4124603","4.651052974","M","24","55","236.3885193","South of Java, Indonesia","BMKG"
"24","bmg2022kndn","2022-05-30T11:53:42.939257Z","-3.688649654","101.5936127","3.403941745","M","19","40","215.6593399","Southern Sumatra, Indonesia","BMKG"
"25","bmg2022kmzl","2022-05-30T09:51:04.404415Z","-2.594261169","129.2741547","3.387713841","M","10","17","91.71529007","Seram, Indonesia","BMKG"
"26","bmg2022kmzk","2022-05-30T09:49:45.580927Z","1.620956421","99.41844177","4.663011918","MLv","169","139","65.42396545","Northern Sumatra, Indonesia","BMKG"
"27","bmg2022kmxb","2022-05-30T08:38:53.599177Z","-7.881511688","118.9966202","2.687828138","M","27","17","175.5056419","Flores Sea","BMKG"
"28","bmg2022kmtg","2022-05-30T06:42:40.722353Z","-1.752198339","100.3063507","4.049032311","M","21","28","117.4772339","Southern Sumatra, Indonesia","BMKG"
"29","bmg2022kmsm","2022-05-30T06:19:49.368633Z","-2.087190628","119.1035919","3.879334269","M","10","23","127.4243107","Sulawesi, Indonesia","BMKG"
"30","bmg2022kmqi","2022-05-30T05:14:09.334113Z","-10.00621605","119.2602081","3.635776102","M","10","25","187.0517578","Sumba Region, Indonesia","BMKG"
"31","bmg2022kmlz","2022-05-30T03:02:18.202907Z","4.360882759","96.53936005","2.807811817","M","10","16","93.59352112","Northern Sumatra, Indonesia","BMKG"
"32","bmg2022kmal","2022-05-29T21:13:22.896646Z","4.128087044","126.9705124","4.869702364","M","27","116","95.75293159","Talaud Islands, Indonesia","BMKG"
"33","bmg2022klzu","2022-05-29T20:53:30.522363Z","-0.06465018541","126.6133728","2.763371965","M","21","16","93.33381653","Southern Molucca Sea","BMKG"
"34","bmg2022klxe","2022-05-29T19:33:39.569142Z","-8.48031044","127.2111664","4.429812858","M","45","57","71.65678406","Timor Region","BMKG"
"35","bmg2022klvd","2022-05-29T18:32:26.174288Z","-8.342622757","119.7839355","2.870827681","M","155","32","83.36935833","Flores Region, Indonesia","BMKG"
"36","bmg2022kluw","2022-05-29T18:23:33.532147Z","-7.836844921","118.6221466","2.536912325","M","31","14","222.3095322","Flores Sea","BMKG"
"37","bmg2022kluh","2022-05-29T18:06:09.304655Z","2.107055664","128.1737213","2.954461117","M","120","16","133.8695793","Halmahera, Indonesia","BMKG"
"38","bmg2022klsi","2022-05-29T17:07:17.222017Z","-8.398589134","117.8447495","3.739135085","M","204","61","88.65435743","Sumbawa Region, Indonesia","BMKG"
"39","bmg2022kllk","2022-05-29T13:37:09.851104Z","-10.99502468","118.5111465","3.690811586","M","10","35","237.8025742","South of Sumbawa, Indonesia","BMKG"
"40","bmg2022klkb","2022-05-29T12:56:23.272295Z","0.5949295163","125.3545532","3.707821217","M","22","33","63.95202637","Northern Molucca Sea","BMKG"
"41","bmg2022klge","2022-05-29T10:57:54.801426Z","-9.948762894","119.153038","2.884903659","M","22","19","197.0828629","Sumba Region, Indonesia","BMKG"
"42","bmg2022kleo","2022-05-29T10:09:32.101166Z","-6.42151165","112.1110153","4.430893532","M","10","59","65.21661377","Java, Indonesia","BMKG"
"43","bmg2022klck","2022-05-29T09:03:51.163343Z","2.951536417","128.4028015","4.005693062","M","204","18","247.0044708","Halmahera, Indonesia","BMKG"
"44","bmg2022kkxj","2022-05-29T06:31:27.43874Z","-9.23181057","120.3419876","3.318154171","M","53","23","94.09353638","Sumba Region, Indonesia","BMKG"
"45","bmg2022kkwh","2022-05-29T05:58:56.618566Z","-5.896447659","104.8038101","3.237482097","M","10","24","157.4321594","Southern Sumatra, Indonesia","BMKG"
"46","bmg2022kksh","2022-05-29T03:57:48.906275Z","-8.177191734","117.6298218","2.834924125","M","10","16","180.6681213","Sumbawa Region, Indonesia","BMKG"
"47","bmg2022kkij","2022-05-28T22:56:39.388268Z","-5.983545303","130.599762","4.084802439","M","164","23","91.30020142","Banda Sea","BMKG"
"48","bmg2022kkfz","2022-05-28T21:44:00.492746Z","-2.945776701","119.3881302","2.398533893","M","10","12","177.5365906","Sulawesi, Indonesia","BMKG"
"49","bmg2022kjuo","2022-05-28T15:58:09.137448Z","-5.569133282","105.493248","4.164638123","M","152","64","78.17607117","Sunda Strait, Indonesia","BMKG"
"50","bmg2022kjsq","2022-05-28T14:59:46.611291Z","-1.841364861","100.7446899","2.958969175","M","38","18","82.94143677","Southern Sumatra, Indonesia","BMKG"
"51","bmg2022kjok","2022-05-28T12:51:37.285504Z","-9.626499176","119.0042572","3.299200587","M","10","30","175.3975067","Sumba Region, Indonesia","BMKG"
"52","bmg2022kjnq","2022-05-28T12:28:14.75963Z","-0.1816099733","124.0381165","3.002940265","M","73","14","101.7838516","Southern Molucca Sea","BMKG"
"53","bmg2022kjkb","2022-05-28T10:39:55.974259Z","1.481325746","123.9793396","4.101287706","M","302","36","143.4266777","Minahassa Peninsula, Sulawesi","BMKG"
"54","bmg2022kjio","2022-05-28T09:54:40.818277Z","-2.129787683","121.5599823","2.940217231","M","74","13","129.2700486","Sulawesi, Indonesia","BMKG"
"55","bmg2022kjhy","2022-05-28T09:36:13.117026Z","-8.908602715","118.5951767","3.289676327","M","74","38","134.5906982","Sumbawa Region, Indonesia","BMKG"
"56","bmg2022kjgu","2022-05-28T09:00:58.681991Z","-0.1694457531","124.716301","4.60371865","M","20","78","41.61587524","Southern Molucca Sea","BMKG"
"57","bmg2022kjgm","2022-05-28T08:51:02.360801Z","2.070786953","96.36600494","3.774825781","M","20","36","210.5923462","Northern Sumatra, Indonesia","BMKG"
"58","bmg2022kizv","2022-05-28T05:30:08.767454Z","-8.083772659","118.2382355","2.58581324","M","29","18","201.3570099","Sumbawa Region, Indonesia","BMKG"
"59","bmg2022kizj","2022-05-28T05:15:39.285146Z","-1.773980618","139.4393005","4.135013127","M","10","12","221.5459442","Near North Coast of Irian Jaya","BMKG"
"60","bmg2022kixi","2022-05-28T04:13:38.124265Z","0.5438371897","98.73060608","3.814953012","M","10","41","154.91539","Northern Sumatra, Indonesia","BMKG"
"61","bmg2022kivl","2022-05-28T03:16:18.9885Z","5.661189556","126.8064423","4.531193321","M","75","28","179.7495422","Mindanao, Philippines","BMKG"
"62","bmg2022kiqt","2022-05-28T00:54:51.645629Z","-9.405041695","123.6633911","4.795768315","M","86","99","96.83560181","Timor Region","BMKG"
